phase	registered_call_order	slot_id	block_id	condition	group_index	planned_position	sample_order_within_cell	prompt_path	prompt_sha256	submission_template_path	attempt_status	actual_artifact	planned_systematic_audit_position
main	6	main-P02-B-G1	P02	B	1	5	5	main/prompt-P02-B.txt	d7a0f87b417adab26225613fa1646656d20bf0bcf3c2a8bdedc6defe906c245f	main/submission-main-P02-B-G1.json	not_attempted	none	false
main	7	main-P03-B-G1	P03	B	1	1	1	main/prompt-P03-B.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-B-G1.json	not_attempted	none	false
main	7	main-P03-B-G1	P03	B	1	2	2	main/prompt-P03-B.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-B-G1.json	not_attempted	none	false
main	7	main-P03-B-G1	P03	B	1	3	3	main/prompt-P03-B.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-B-G1.json	not_attempted	none	false
main	7	main-P03-B-G1	P03	B	1	4	4	main/prompt-P03-B.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-B-G1.json	not_attempted	none	true
main	7	main-P03-B-G1	P03	B	1	5	5	main/prompt-P03-B.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-B-G1.json	not_attempted	none	false
main	8	main-P03-A-G1	P03	A	1	1	1	main/prompt-P03-A.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-A-G1.json	not_attempted	none	false
main	8	main-P03-A-G1	P03	A	1	2	2	main/prompt-P03-A.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-A-G1.json	not_attempted	none	false
main	8	main-P03-A-G1	P03	A	1	3	3	main/prompt-P03-A.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-A-G1.json	not_attempted	none	true
main	8	main-P03-A-G1	P03	A	1	4	4	main/prompt-P03-A.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-A-G1.json	not_attempted	none	false
main	8	main-P03-A-G1	P03	A	1	5	5	main/prompt-P03-A.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-A-G1.json	not_attempted	none	false
main	9	main-P03-C-G1	P03	C	1	1	1	main/prompt-P03-C.txt	ddc9e17752b6fbd0f9ab85afe77ae5a039e7e29c2f02406b5c9f50b943bdae7d	main/submission-main-P03-C-G1.json	not_attempted	none	false
main	9	main-P03-C-G1	P03	C	1	2	2	main/prompt-P03-C.txt	ddc9e17752b6fbd0f9ab85afe77ae5a039e7e29c2f02406b5c9f50b943bdae7d	main/submission-main-P03-C-G1.json	not_attempted	none	false
main	9	main-P03-C-G1	P03	C	1	3	3	main/prompt-P03-C.txt	ddc9e17752b6fbd0f9ab85afe77ae5a039e7e29c2f02406b5c9f50b943bdae7d	main/submission-main-P03-C-G1.json	not_attempted	none	false
main	9	main-P03-C-G1	P03	C	1	4	4	main/prompt-P03-C.txt	ddc9e17752b6fbd0f9ab85afe77ae5a039e7e29c2f02406b5c9f50b943bdae7d	main/submission-main-P03-C-G1.json	not_attempted	none	false
main	9	main-P03-C-G1	P03	C	1	5	5	main/prompt-P03-C.txt	ddc9e17752b6fbd0f9ab85afe77ae5a039e7e29c2f02406b5c9f50b943bdae7d	main/submission-main-P03-C-G1.json	not_attempted	none	true
main	10	main-P04-B-G1	P04	B	1	1	1	main/prompt-P04-B.txt	e90457e32faf1ed93db53ce480665ef6ad2ca4a7dafa4c2df1d176a3550381ba	main/submission-main-P04-B-G1.json	not_attempted	none	false
main	10	main-P04-B-G1	P04	B	1	2	2	main/prompt-P04-B.txt	e90457e32faf1ed93db53ce480665ef6ad2ca4a7dafa4c2df1d176a3550381ba	main/submission-main-P04-B-G1.json	not_attempted	none	false
main	10	main-P04-B-G1	P04	B	1	3	3	main/prompt-P04-B.txt	e90457e32faf1ed93db53ce480665ef6ad2ca4a7dafa4c2df1d176a3550381ba	main/submission-main-P04-B-G1.json	not_attempted	none	false
main	10	main-P04-B-G1	P04	B	1	4	4	main/prompt-P04-B.txt	e90457e32faf1ed93db53ce480665ef6ad2ca4a7dafa4c2df1d176a3550381ba	main/submission-main-P04-B-G1.json	not_attempted	none	false
main	10	main-P04-B-G1	P04	B	1	5	5	main/prompt-P04-B.txt	e90457e32faf1ed93db53ce480665ef6ad2ca4a7dafa4c2df1d176a3550381ba	main/submission-main-P04-B-G1.json	not_attempted	none	true
main	11	main-P04-C-G1	P04	C	1	1	1	main/prompt-P04-C.txt	a69e791df3dded985b82928d382d7d7f16e767764c716ad088c4bbe017d30651	main/submission-main-P04-C-G1.json	not_attempted	none	true
main	11	main-P04-C-G1	P04	C	1	2	2	main/prompt-P04-C.txt	a69e791df3dded985b82928d382d7d7f16e767764c716ad088c4bbe017d30651	main/submission-main-P04-C-G1.json	not_attempted	none	false
main	11	main-P04-C-G1	P04	C	1	3	3	main/prompt-P04-C.txt	a69e791df3dded985b82928d382d7d7f16e767764c716ad088c4bbe017d30651	main/submission-main-P04-C-G1.json	not_attempted	none	false
main	11	main-P04-C-G1	P04	C	1	4	4	main/prompt-P04-C.txt	a69e791df3dded985b82928d382d7d7f16e767764c716ad088c4bbe017d30651	main/submission-main-P04-C-G1.json	not_attempted	none	false
main	11	main-P04-C-G1	P04	C	1	5	5	main/prompt-P04-C.txt	a69e791df3dded985b82928d382d7d7f16e767764c716ad088c4bbe017d30651	main/submission-main-P04-C-G1.json	not_attempted	none	false
main	12	main-P04-A-G1	P04	A	1	1	1	main/prompt-P04-A.txt	e90457e32faf1ed93db53ce480665ef6ad2ca4a7dafa4c2df1d176a3550381ba	main/submission-main-P04-A-G1.json	not_attempted	none	false
main	12	main-P04-A-G1	P04	A	1	2	2	main/prompt-P04-A.txt	e90457e32faf1ed93db53ce480665ef6ad2ca4a7dafa4c2df1d176a3550381ba	main/submission-main-P04-A-G1.json	not_attempted	none	false
main	12	main-P04-A-G1	P04	A	1	3	3	main/prompt-P04-A.txt	e90457e32faf1ed93db53ce480665ef6ad2ca4a7dafa4c2df1d176a3550381ba	main/submission-main-P04-A-G1.json	not_attempted	none	false
main	12	main-P04-A-G1	P04	A	1	4	4	main/prompt-P04-A.txt	e90457e32faf1ed93db53ce480665ef6ad2ca4a7dafa4c2df1d176a3550381ba	main/submission-main-P04-A-G1.json	not_attempted	none	true
main	12	main-P04-A-G1	P04	A	1	5	5	main/prompt-P04-A.txt	e90457e32faf1ed93db53ce480665ef6ad2ca4a7dafa4c2df1d176a3550381ba	main/submission-main-P04-A-G1.json	not_attempted	none	false
main	13	main-P05-C-G1	P05	C	1	1	1	main/prompt-P05-C.txt	d46d7a8901306d3e7e2453ee5099126e52b13f6089db20dcdb62ddc651ca1dcd	main/submission-main-P05-C-G1.json	not_attempted	none	false
main	13	main-P05-C-G1	P05	C	1	2	2	main/prompt-P05-C.txt	d46d7a8901306d3e7e2453ee5099126e52b13f6089db20dcdb62ddc651ca1dcd	main/submission-main-P05-C-G1.json	not_attempted	none	true
main	13	main-P05-C-G1	P05	C	1	3	3	main/prompt-P05-C.txt	d46d7a8901306d3e7e2453ee5099126e52b13f6089db20dcdb62ddc651ca1dcd	main/submission-main-P05-C-G1.json	not_attempted	none	false
main	13	main-P05-C-G1	P05	C	1	4	4	main/prompt-P05-C.txt	d46d7a8901306d3e7e2453ee5099126e52b13f6089db20dcdb62ddc651ca1dcd	main/submission-main-P05-C-G1.json	not_attempted	none	false
main	13	main-P05-C-G1	P05	C	1	5	5	main/prompt-P05-C.txt	d46d7a8901306d3e7e2453ee5099126e52b13f6089db20dcdb62ddc651ca1dcd	main/submission-main-P05-C-G1.json	not_attempted	none	false
main	14	main-P05-A-G1	P05	A	1	1	1	main/prompt-P05-A.txt	a34f174cb5d686176a6a52366887f4af9c810b0ebccf300b23e40ffd88570cab	main/submission-main-P05-A-G1.json	not_attempted	none	false
main	14	main-P05-A-G1	P05	A	1	2	2	main/prompt-P05-A.txt	a34f174cb5d686176a6a52366887f4af9c810b0ebccf300b23e40ffd88570cab	main/submission-main-P05-A-G1.json	not_attempted	none	false
main	14	main-P05-A-G1	P05	A	1	3	3	main/prompt-P05-A.txt	a34f174cb5d686176a6a52366887f4af9c810b0ebccf300b23e40ffd88570cab	main/submission-main-P05-A-G1.json	not_attempted	none	false
main	14	main-P05-A-G1	P05	A	1	4	4	main/prompt-P05-A.txt	a34f174cb5d686176a6a52366887f4af9c810b0ebccf300b23e40ffd88570cab	main/submission-main-P05-A-G1.json	not_attempted	none	false
main	14	main-P05-A-G1	P05	A	1	5	5	main/prompt-P05-A.txt	a34f174cb5d686176a6a52366887f4af9c810b0ebccf300b23e40ffd88570cab	main/submission-main-P05-A-G1.json	not_attempted	none	true
main	15	main-P05-B-G1	P05	B	1	1	1	main/prompt-P05-B.txt	a34f174cb5d686176a6a52366887f4af9c810b0ebccf300b23e40ffd88570cab	main/submission-main-P05-B-G1.json	not_attempted	none	true
main	15	main-P05-B-G1	P05	B	1	2	2	main/prompt-P05-B.txt	a34f174cb5d686176a6a52366887f4af9c810b0ebccf300b23e40ffd88570cab	main/submission-main-P05-B-G1.json	not_attempted	none	false
main	15	main-P05-B-G1	P05	B	1	3	3	main/prompt-P05-B.txt	a34f174cb5d686176a6a52366887f4af9c810b0ebccf300b23e40ffd88570cab	main/submission-main-P05-B-G1.json	not_attempted	none	false
main	15	main-P05-B-G1	P05	B	1	4	4	main/prompt-P05-B.txt	a34f174cb5d686176a6a52366887f4af9c810b0ebccf300b23e40ffd88570cab	main/submission-main-P05-B-G1.json	not_attempted	none	false
main	15	main-P05-B-G1	P05	B	1	5	5	main/prompt-P05-B.txt	a34f174cb5d686176a6a52366887f4af9c810b0ebccf300b23e40ffd88570cab	main/submission-main-P05-B-G1.json	not_attempted	none	false
main	16	main-P06-C-G1	P06	C	1	1	1	main/prompt-P06-C.txt	a1f4949319d0920fe2a328071dcb9a08a1ca21db76931587902309c81c26a0f3	main/submission-main-P06-C-G1.json	not_attempted	none	false
main	16	main-P06-C-G1	P06	C	1	2	2	main/prompt-P06-C.txt	a1f4949319d0920fe2a328071dcb9a08a1ca21db76931587902309c81c26a0f3	main/submission-main-P06-C-G1.json	not_attempted	none	false
main	16	main-P06-C-G1	P06	C	1	3	3	main/prompt-P06-C.txt	a1f4949319d0920fe2a328071dcb9a08a1ca21db76931587902309c81c26a0f3	main/submission-main-P06-C-G1.json	not_attempted	none	true
main	16	main-P06-C-G1	P06	C	1	4	4	main/prompt-P06-C.txt	a1f4949319d0920fe2a328071dcb9a08a1ca21db76931587902309c81c26a0f3	main/submission-main-P06-C-G1.json	not_attempted	none	false
main	16	main-P06-C-G1	P06	C	1	5	5	main/prompt-P06-C.txt	a1f4949319d0920fe2a328071dcb9a08a1ca21db76931587902309c81c26a0f3	main/submission-main-P06-C-G1.json	not_attempted	none	false
main	17	main-P06-B-G1	P06	B	1	1	1	main/prompt-P06-B.txt	9496fca858941354f4b371c94cc21a05fd2537cc3e5852e1b9ce91a06a9f09bb	main/submission-main-P06-B-G1.json	not_attempted	none	false
main	17	main-P06-B-G1	P06	B	1	2	2	main/prompt-P06-B.txt	9496fca858941354f4b371c94cc21a05fd2537cc3e5852e1b9ce91a06a9f09bb	main/submission-main-P06-B-G1.json	not_attempted	none	true
main	17	main-P06-B-G1	P06	B	1	3	3	main/prompt-P06-B.txt	9496fca858941354f4b371c94cc21a05fd2537cc3e5852e1b9ce91a06a9f09bb	main/submission-main-P06-B-G1.json	not_attempted	none	false
main	17	main-P06-B-G1	P06	B	1	4	4	main/prompt-P06-B.txt	9496fca858941354f4b371c94cc21a05fd2537cc3e5852e1b9ce91a06a9f09bb	main/submission-main-P06-B-G1.json	not_attempted	none	false
main	17	main-P06-B-G1	P06	B	1	5	5	main/prompt-P06-B.txt	9496fca858941354f4b371c94cc21a05fd2537cc3e5852e1b9ce91a06a9f09bb	main/submission-main-P06-B-G1.json	not_attempted	none	false
main	18	main-P06-A-G1	P06	A	1	1	1	main/prompt-P06-A.txt	9496fca858941354f4b371c94cc21a05fd2537cc3e5852e1b9ce91a06a9f09bb	main/submission-main-P06-A-G1.json	not_attempted	none	true
main	18	main-P06-A-G1	P06	A	1	2	2	main/prompt-P06-A.txt	9496fca858941354f4b371c94cc21a05fd2537cc3e5852e1b9ce91a06a9f09bb	main/submission-main-P06-A-G1.json	not_attempted	none	false
main	18	main-P06-A-G1	P06	A	1	3	3	main/prompt-P06-A.txt	9496fca858941354f4b371c94cc21a05fd2537cc3e5852e1b9ce91a06a9f09bb	main/submission-main-P06-A-G1.json	not_attempted	none	false
main	18	main-P06-A-G1	P06	A	1	4	4	main/prompt-P06-A.txt	9496fca858941354f4b371c94cc21a05fd2537cc3e5852e1b9ce91a06a9f09bb	main/submission-main-P06-A-G1.json	not_attempted	none	false
main	18	main-P06-A-G1	P06	A	1	5	5	main/prompt-P06-A.txt	9496fca858941354f4b371c94cc21a05fd2537cc3e5852e1b9ce91a06a9f09bb	main/submission-main-P06-A-G1.json	not_attempted	none	false
main	19	main-P01-A-G2	P01	A	2	1	6	main/prompt-P01-A.txt	005ad5a432d4e0867b60c43d4bd73279fe2c9e13aa441d82a7100036074ef081	main/submission-main-P01-A-G2.json	not_attempted	none	false
main	19	main-P01-A-G2	P01	A	2	2	7	main/prompt-P01-A.txt	005ad5a432d4e0867b60c43d4bd73279fe2c9e13aa441d82a7100036074ef081	main/submission-main-P01-A-G2.json	not_attempted	none	true
main	19	main-P01-A-G2	P01	A	2	3	8	main/prompt-P01-A.txt	005ad5a432d4e0867b60c43d4bd73279fe2c9e13aa441d82a7100036074ef081	main/submission-main-P01-A-G2.json	not_attempted	none	false
main	19	main-P01-A-G2	P01	A	2	4	9	main/prompt-P01-A.txt	005ad5a432d4e0867b60c43d4bd73279fe2c9e13aa441d82a7100036074ef081	main/submission-main-P01-A-G2.json	not_attempted	none	false
main	19	main-P01-A-G2	P01	A	2	5	10	main/prompt-P01-A.txt	005ad5a432d4e0867b60c43d4bd73279fe2c9e13aa441d82a7100036074ef081	main/submission-main-P01-A-G2.json	not_attempted	none	false
main	20	main-P01-C-G2	P01	C	2	1	6	main/prompt-P01-C.txt	13fc0cdcd7244d6ab63204d37821b44a06029be9dfaf823903cc77ceebda17c8	main/submission-main-P01-C-G2.json	not_attempted	none	false
main	20	main-P01-C-G2	P01	C	2	2	7	main/prompt-P01-C.txt	13fc0cdcd7244d6ab63204d37821b44a06029be9dfaf823903cc77ceebda17c8	main/submission-main-P01-C-G2.json	not_attempted	none	false
main	20	main-P01-C-G2	P01	C	2	3	8	main/prompt-P01-C.txt	13fc0cdcd7244d6ab63204d37821b44a06029be9dfaf823903cc77ceebda17c8	main/submission-main-P01-C-G2.json	not_attempted	none	false
main	20	main-P01-C-G2	P01	C	2	4	9	main/prompt-P01-C.txt	13fc0cdcd7244d6ab63204d37821b44a06029be9dfaf823903cc77ceebda17c8	main/submission-main-P01-C-G2.json	not_attempted	none	true
main	20	main-P01-C-G2	P01	C	2	5	10	main/prompt-P01-C.txt	13fc0cdcd7244d6ab63204d37821b44a06029be9dfaf823903cc77ceebda17c8	main/submission-main-P01-C-G2.json	not_attempted	none	false
main	21	main-P01-B-G2	P01	B	2	1	6	main/prompt-P01-B.txt	005ad5a432d4e0867b60c43d4bd73279fe2c9e13aa441d82a7100036074ef081	main/submission-main-P01-B-G2.json	not_attempted	none	false
main	21	main-P01-B-G2	P01	B	2	2	7	main/prompt-P01-B.txt	005ad5a432d4e0867b60c43d4bd73279fe2c9e13aa441d82a7100036074ef081	main/submission-main-P01-B-G2.json	not_attempted	none	false
main	21	main-P01-B-G2	P01	B	2	3	8	main/prompt-P01-B.txt	005ad5a432d4e0867b60c43d4bd73279fe2c9e13aa441d82a7100036074ef081	main/submission-main-P01-B-G2.json	not_attempted	none	true
main	21	main-P01-B-G2	P01	B	2	4	9	main/prompt-P01-B.txt	005ad5a432d4e0867b60c43d4bd73279fe2c9e13aa441d82a7100036074ef081	main/submission-main-P01-B-G2.json	not_attempted	none	false
main	21	main-P01-B-G2	P01	B	2	5	10	main/prompt-P01-B.txt	005ad5a432d4e0867b60c43d4bd73279fe2c9e13aa441d82a7100036074ef081	main/submission-main-P01-B-G2.json	not_attempted	none	false
main	22	main-P02-B-G2	P02	B	2	1	6	main/prompt-P02-B.txt	d7a0f87b417adab26225613fa1646656d20bf0bcf3c2a8bdedc6defe906c245f	main/submission-main-P02-B-G2.json	not_attempted	none	false
main	22	main-P02-B-G2	P02	B	2	2	7	main/prompt-P02-B.txt	d7a0f87b417adab26225613fa1646656d20bf0bcf3c2a8bdedc6defe906c245f	main/submission-main-P02-B-G2.json	not_attempted	none	false
main	22	main-P02-B-G2	P02	B	2	3	8	main/prompt-P02-B.txt	d7a0f87b417adab26225613fa1646656d20bf0bcf3c2a8bdedc6defe906c245f	main/submission-main-P02-B-G2.json	not_attempted	none	false
main	22	main-P02-B-G2	P02	B	2	4	9	main/prompt-P02-B.txt	d7a0f87b417adab26225613fa1646656d20bf0bcf3c2a8bdedc6defe906c245f	main/submission-main-P02-B-G2.json	not_attempted	none	true
main	22	main-P02-B-G2	P02	B	2	5	10	main/prompt-P02-B.txt	d7a0f87b417adab26225613fa1646656d20bf0bcf3c2a8bdedc6defe906c245f	main/submission-main-P02-B-G2.json	not_attempted	none	false
main	23	main-P02-A-G2	P02	A	2	1	6	main/prompt-P02-A.txt	d7a0f87b417adab26225613fa1646656d20bf0bcf3c2a8bdedc6defe906c245f	main/submission-main-P02-A-G2.json	not_attempted	none	false
main	23	main-P02-A-G2	P02	A	2	2	7	main/prompt-P02-A.txt	d7a0f87b417adab26225613fa1646656d20bf0bcf3c2a8bdedc6defe906c245f	main/submission-main-P02-A-G2.json	not_attempted	none	false
main	23	main-P02-A-G2	P02	A	2	3	8	main/prompt-P02-A.txt	d7a0f87b417adab26225613fa1646656d20bf0bcf3c2a8bdedc6defe906c245f	main/submission-main-P02-A-G2.json	not_attempted	none	true
main	23	main-P02-A-G2	P02	A	2	4	9	main/prompt-P02-A.txt	d7a0f87b417adab26225613fa1646656d20bf0bcf3c2a8bdedc6defe906c245f	main/submission-main-P02-A-G2.json	not_attempted	none	false
main	23	main-P02-A-G2	P02	A	2	5	10	main/prompt-P02-A.txt	d7a0f87b417adab26225613fa1646656d20bf0bcf3c2a8bdedc6defe906c245f	main/submission-main-P02-A-G2.json	not_attempted	none	false
main	24	main-P02-C-G2	P02	C	2	1	6	main/prompt-P02-C.txt	4145b82acf563aca9970a39289eb90c4f886d980585b322231b3b1f3de34fe40	main/submission-main-P02-C-G2.json	not_attempted	none	false
main	24	main-P02-C-G2	P02	C	2	2	7	main/prompt-P02-C.txt	4145b82acf563aca9970a39289eb90c4f886d980585b322231b3b1f3de34fe40	main/submission-main-P02-C-G2.json	not_attempted	none	false
main	24	main-P02-C-G2	P02	C	2	3	8	main/prompt-P02-C.txt	4145b82acf563aca9970a39289eb90c4f886d980585b322231b3b1f3de34fe40	main/submission-main-P02-C-G2.json	not_attempted	none	false
main	24	main-P02-C-G2	P02	C	2	4	9	main/prompt-P02-C.txt	4145b82acf563aca9970a39289eb90c4f886d980585b322231b3b1f3de34fe40	main/submission-main-P02-C-G2.json	not_attempted	none	false
main	24	main-P02-C-G2	P02	C	2	5	10	main/prompt-P02-C.txt	4145b82acf563aca9970a39289eb90c4f886d980585b322231b3b1f3de34fe40	main/submission-main-P02-C-G2.json	not_attempted	none	true
main	25	main-P03-B-G2	P03	B	2	1	6	main/prompt-P03-B.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-B-G2.json	not_attempted	none	false
main	25	main-P03-B-G2	P03	B	2	2	7	main/prompt-P03-B.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-B-G2.json	not_attempted	none	false
main	25	main-P03-B-G2	P03	B	2	3	8	main/prompt-P03-B.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-B-G2.json	not_attempted	none	false
main	25	main-P03-B-G2	P03	B	2	4	9	main/prompt-P03-B.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-B-G2.json	not_attempted	none	false
main	25	main-P03-B-G2	P03	B	2	5	10	main/prompt-P03-B.txt	af8fbab7795f8c445244e338431ae7e2c3a9f3f7ca9520e3012adb1895158255	main/submission-main-P03-B-G2.json	not_attempted	none	true
main	26	main-P03-C-G2	P03	C	2	1	6	main/prompt-P03-C.txt	ddc9e17752b6fbd0f9ab85afe77ae5a039e7e29c2f02406b5c9f50b943bdae7d	main/submission-main-P03-C-G2.json	not_attempted	none	true
main	26	main-P03-C-G2	P03	C	2	2	7	main/prompt-P03-C.txt	ddc9e17752b6fbd0f9ab85afe77ae5a039e7e29c2f02406b5c9f50b943bdae7d	main/submission-main-P03-C-G2.json	not_attempted	none	false
